timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/01/02 17:37:25.524, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:26.526, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:27.528, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:28.529, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:29.531, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:30.533, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:31.535, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:32.537, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:33.539, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:34.541, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 17:37:35.543, 2 %, 0 %, 15360 MiB, 14782 MiB, 127 MiB
2023/01/02 17:37:36.544, 2 %, 0 %, 15360 MiB, 14638 MiB, 271 MiB
2023/01/02 17:37:37.546, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:38.547, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:39.548, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:40.549, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:41.550, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:42.552, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:43.553, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:44.554, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 17:37:45.555, 1 %, 0 %, 15360 MiB, 986 MiB, 13923 MiB
2023/01/02 17:37:46.556, 3 %, 0 %, 15360 MiB, 722 MiB, 14187 MiB
2023/01/02 17:37:47.557, 3 %, 0 %, 15360 MiB, 544 MiB, 14365 MiB
2023/01/02 17:37:48.559, 97 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:49.560, 77 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:50.562, 75 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:51.564, 56 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:52.565, 63 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:53.566, 72 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:54.567, 71 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:55.568, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:56.570, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:57.572, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:58.574, 66 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:37:59.576, 67 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:00.577, 61 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:01.579, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:02.583, 44 %, 34 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:03.584, 46 %, 38 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:04.585, 54 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:05.586, 51 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:06.588, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:07.590, 65 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:08.591, 64 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:09.593, 82 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:10.594, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:11.595, 78 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:12.596, 73 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:13.597, 64 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:14.599, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:15.601, 55 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:16.603, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:17.604, 73 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:18.606, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:19.607, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:20.608, 68 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:21.612, 49 %, 41 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:22.614, 70 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:23.616, 69 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:24.618, 74 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:25.619, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:26.620, 78 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:27.622, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:28.623, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:29.624, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:30.625, 56 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:31.627, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:32.628, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:33.629, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:34.631, 70 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:35.632, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:36.633, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:37.634, 66 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:38.636, 59 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:39.638, 84 %, 68 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:40.640, 92 %, 74 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:41.641, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:42.642, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:43.645, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:44.647, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:45.648, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:46.650, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:47.651, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:48.654, 74 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:49.656, 74 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:50.657, 61 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:51.659, 78 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:52.661, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:53.662, 90 %, 74 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:54.663, 58 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:55.665, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:56.667, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:57.668, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:58.670, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:38:59.671, 66 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:00.672, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:01.674, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:02.676, 54 %, 43 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:03.687, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:04.688, 51 %, 38 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:05.689, 67 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:06.690, 62 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:07.692, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:08.693, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:09.695, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:10.697, 80 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:11.698, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:12.699, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:13.700, 74 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:14.701, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:15.704, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:16.706, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:17.707, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:18.709, 80 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:19.711, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:20.712, 62 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:21.714, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:22.715, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:23.716, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:24.718, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:25.719, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:26.721, 68 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:27.724, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:28.725, 57 %, 44 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:29.727, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:30.729, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:31.731, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:32.734, 69 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:33.736, 81 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:34.738, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:35.739, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:36.740, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:37.742, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:38.743, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:39.744, 73 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:40.745, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:41.747, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:42.750, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:43.751, 90 %, 70 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:44.753, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:45.755, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:46.757, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:47.758, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:48.759, 76 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:49.761, 67 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:50.762, 84 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:51.763, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:52.765, 67 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:53.767, 75 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:54.769, 82 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:55.770, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:56.772, 62 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:57.775, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:58.777, 80 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:39:59.779, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:00.781, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:01.782, 62 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:02.784, 64 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:03.785, 42 %, 34 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:04.787, 63 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:05.789, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:06.790, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:07.791, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:08.793, 63 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:09.794, 76 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:10.796, 76 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:11.797, 75 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:12.798, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:13.799, 84 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:14.800, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:15.801, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:16.804, 78 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:17.805, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:18.806, 69 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:19.808, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:20.810, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:21.811, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:22.813, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:23.814, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:24.816, 50 %, 40 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:25.818, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:26.819, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:27.821, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:28.822, 87 %, 67 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:29.823, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:30.825, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:31.826, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:32.827, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:33.829, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:34.830, 74 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:35.832, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:36.834, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:37.835, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:38.836, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:39.839, 49 %, 42 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:40.840, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:41.843, 76 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:42.844, 80 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:43.845, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:44.847, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:45.849, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:46.851, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:47.853, 59 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:48.855, 70 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:49.857, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:50.859, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:51.861, 76 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:52.862, 45 %, 35 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:53.863, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:54.864, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:55.866, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:56.867, 83 %, 67 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:57.869, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:58.870, 65 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:40:59.871, 80 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:00.872, 84 %, 66 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:01.875, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:02.877, 61 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:03.879, 46 %, 35 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:04.880, 53 %, 41 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:05.881, 50 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:06.884, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:07.885, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:08.887, 63 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:09.888, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:10.889, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:11.891, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:12.893, 63 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:13.903, 80 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:14.904, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:15.906, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:16.907, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:17.910, 62 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:18.911, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:19.912, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:20.913, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:21.915, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:22.916, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:23.918, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:24.919, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:25.920, 82 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:26.922, 75 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:27.923, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:28.925, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:29.926, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:30.927, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:31.930, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:32.932, 81 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:33.933, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:34.934, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:35.935, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:36.937, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:37.940, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:38.941, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 17:41:39.943, 53 %, 44 %, 15360 MiB, 458 MiB, 14451 MiB
