timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/01/02 18:04:00.745, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 18:04:01.747, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 18:04:02.749, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 18:04:03.751, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 18:04:04.753, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB
2023/01/02 18:04:05.755, 0 %, 0 %, 15360 MiB, 14897 MiB, 12 MiB
2023/01/02 18:04:06.794, 4 %, 0 %, 15360 MiB, 14702 MiB, 207 MiB
2023/01/02 18:04:07.796, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:08.797, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:09.798, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:10.799, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:11.800, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:12.801, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:13.802, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:14.803, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:15.805, 0 %, 0 %, 15360 MiB, 1048 MiB, 13861 MiB
2023/01/02 18:04:16.806, 3 %, 0 %, 15360 MiB, 872 MiB, 14037 MiB
2023/01/02 18:04:17.807, 21 %, 4 %, 15360 MiB, 714 MiB, 14195 MiB
2023/01/02 18:04:18.808, 55 %, 32 %, 15360 MiB, 482 MiB, 14427 MiB
2023/01/02 18:04:19.809, 86 %, 71 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:20.811, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:21.812, 65 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:22.815, 66 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:23.816, 77 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:24.817, 67 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:25.819, 80 %, 67 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:26.822, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:27.823, 67 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:28.824, 67 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:29.826, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:30.828, 55 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:31.829, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:32.831, 67 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:33.833, 64 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:34.834, 66 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:35.835, 69 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:36.836, 71 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:37.838, 71 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:38.840, 70 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:39.841, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:40.843, 65 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:41.845, 66 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:42.846, 74 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:43.848, 76 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:44.849, 63 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:45.851, 70 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:46.852, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:47.853, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:48.855, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:49.856, 78 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:50.858, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:51.859, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:52.861, 80 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:53.862, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:54.864, 64 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:55.865, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:56.866, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:57.868, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:58.870, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:04:59.872, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:00.873, 43 %, 40 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:01.875, 70 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:02.883, 40 %, 32 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:03.885, 52 %, 41 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:04.895, 63 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:05.902, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:06.904, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:07.906, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:08.908, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:09.909, 46 %, 36 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:10.911, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:11.912, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:12.914, 81 %, 66 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:13.915, 75 %, 66 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:14.917, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:15.918, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:16.920, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:17.922, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:18.923, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:19.924, 62 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:20.927, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:21.929, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:22.931, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:23.934, 82 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:24.935, 85 %, 71 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:25.936, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:26.937, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:27.939, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:28.940, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:29.941, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:30.943, 62 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:31.944, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:32.945, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:33.947, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:34.948, 68 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:35.949, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:36.951, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:37.952, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:38.953, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:39.954, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:40.956, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:41.958, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:42.961, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:43.962, 63 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:44.964, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:45.965, 62 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:46.966, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:47.968, 73 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:48.970, 90 %, 70 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:49.971, 73 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:50.972, 73 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:51.974, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:52.976, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:53.977, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:54.978, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:55.980, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:56.982, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:57.985, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:58.986, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:05:59.987, 74 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:00.989, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:01.992, 50 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:02.994, 57 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:03.996, 63 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:04.998, 56 %, 44 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:05.999, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:07.000, 78 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:08.002, 80 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:09.003, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:10.004, 62 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:11.006, 63 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:12.008, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:13.010, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:14.012, 80 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:15.014, 25 %, 20 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:16.015, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:17.017, 67 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:18.018, 68 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:19.019, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:20.022, 76 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:21.025, 80 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:22.026, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:23.028, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:24.030, 74 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:25.032, 77 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:26.033, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:27.035, 81 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:28.036, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:29.037, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:30.039, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:31.040, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:32.042, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:33.043, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:34.045, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:35.046, 86 %, 67 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:36.048, 67 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:37.049, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:38.050, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:39.052, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:40.054, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:41.056, 75 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:42.067, 85 %, 69 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:43.068, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:44.069, 76 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:45.071, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:46.072, 72 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:47.073, 72 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:48.075, 81 %, 63 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:49.076, 72 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:50.078, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:51.079, 65 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:52.080, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:53.081, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:54.083, 71 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:55.084, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:56.087, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:57.088, 71 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:58.089, 67 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:06:59.091, 76 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:00.092, 64 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:01.094, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:02.103, 38 %, 30 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:03.104, 52 %, 40 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:04.106, 61 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:05.108, 48 %, 39 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:06.109, 59 %, 47 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:07.111, 73 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:08.113, 54 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:09.115, 69 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:10.117, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:11.118, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:12.120, 69 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:13.122, 70 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:14.124, 61 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:15.127, 63 %, 49 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:16.128, 57 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:17.130, 73 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:18.131, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:19.133, 62 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:20.134, 75 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:21.135, 73 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:22.136, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:23.138, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:24.140, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:25.142, 68 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:26.144, 68 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:27.145, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:28.146, 74 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:29.148, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:30.149, 77 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:31.151, 66 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:32.153, 79 %, 62 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:33.154, 57 %, 44 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:34.156, 73 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:35.157, 66 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:36.159, 58 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:37.160, 77 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:38.161, 75 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:39.164, 71 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:40.165, 69 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:41.166, 76 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:42.168, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:43.170, 70 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:44.172, 74 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:45.173, 70 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:46.175, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:47.176, 59 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:48.177, 83 %, 65 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:49.179, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:50.180, 67 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:51.181, 76 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:52.182, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:53.184, 76 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:54.186, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:55.188, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:56.189, 66 %, 50 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:57.191, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:58.193, 76 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:07:59.195, 77 %, 59 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:00.196, 67 %, 51 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:01.198, 72 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:02.200, 59 %, 46 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:03.202, 43 %, 34 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:04.207, 58 %, 48 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:05.208, 56 %, 45 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:06.210, 77 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:07.211, 73 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:08.213, 71 %, 57 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:09.216, 67 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:10.217, 69 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:11.219, 49 %, 40 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:12.221, 72 %, 56 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:13.223, 72 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:14.224, 68 %, 53 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:15.226, 69 %, 52 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:16.227, 71 %, 55 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:17.229, 76 %, 60 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:18.230, 82 %, 64 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:19.231, 75 %, 58 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:20.233, 69 %, 54 %, 15360 MiB, 458 MiB, 14451 MiB
2023/01/02 18:08:21.234, 77 %, 61 %, 15360 MiB, 458 MiB, 14451 MiB
